"seq ID","A1","R1","R2","R3","R4","R5","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","N11","N12","N13","N14","N15","N16","N17"
"3","1","1","2","2","1","1","2","2","2","2","1","1","1","2","2","1","2","1","1","2","2","2","2"
"3","1","1","2","2","1","1","2","2","2","2","2","1","1","2","1","2","1","2","2","1","1","2","2"
"4","1","1","2","1","1","2","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","1","2"
"4","1","1","2","1","1","2","2","2","2","2","1","2","2","2","1","2","2","1","1","2","2","2","2"
"4","1","1","2","1","1","2","2","2","2","1","2","1","1","1","1","2","1","1","2","2","2","1","1"
"4","1","1","2","1","1","2","1","2","1","1","1","1","1","2","2","2","1","2","1","2","1","2","1"
"4","1","1","2","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1"
"4","1","1","2","1","1","2","2","1","2","2","1","2","1","2","1","1","2","2","2","1","1","2","2"
"4","1","1","2","1","1","2","2","2","2","1","1","2","1","2","1","1","2","1","1","1","1","2","1"
"4","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","1","2"
"4","1","1","2","1","1","2","1","2","2","2","2","1","1","2","1","2","1","1","1","2","1","2","1"
"4","1","1","2","1","1","2","2","2","2","1","1","2","1","2","2","2","2","1","2","2","2","2","2"
"5","1","1","2","2","1","1","1","2","1","2","1","2","1","1","2","1","2","1","2","2","1","1","1"
"5","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2"
"5","1","1","2","2","1","1","1","1","2","1","1","2","2","2","2","1","2","1","2","1","2","2","2"
"5","1","1","2","2","1","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","1","1","1"
"5","1","1","2","2","1","1","2","2","2","2","1","2","1","1","2","2","1","2","1","2","1","2","2"
"5","1","1","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","1","2","1","2","2","2"
"5","1","1","2","2","1","1","2","2","2","1","2","1","1","2","1","1","1","2","2","2","2","1","2"
"5","1","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","2","2"
"5","1","1","2","2","1","1","2","1","2","2","1","2","2","1","1","2","1","2","1","1","1","2","2"
"5","1","1","2","2","1","1","2","2","1","2","2","2","1","1","1","1","1","1","2","1","2","1","1"
"6","1","2","2","1","2","2","1","2","1","1","2","1","1","2","1","1","2","2","2","2","1","1","2"
"6","1","2","2","1","2","2","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","2"
"6","1","2","2","1","2","2","2","2","1","1","2","1","1","2","1","1","2","2","2","1","1","2","1"
"6","1","2","2","1","2","2","2","1","2","2","2","2","1","1","1","1","2","2","1","2","1","1","1"
"6","1","2","2","1","2","2","1","2","2","1","1","2","1","1","2","2","1","2","2","1","1","2","1"
"6","1","2","2","1","2","2","1","1","2","1","2","2","1","1","1","2","1","2","1","2","2","1","1"
"6","1","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1"
"6","1","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","2","1","2","2","1","2","2"
"6","1","2","2","1","2","2","2","1","2","1","1","2","2","2","1","2","1","2","2","1","2","2","2"
"6","1","2","2","1","2","2","2","1","1","2","2","1","1","1","1","2","2","2","2","2","1","1","2"
"7","1","2","1","1","2","1","1","2","2","1","1","1","1","2","1","1","2","2","2","1","1","1","1"
"7","1","2","1","1","2","1","2","1","1","1","2","2","1","1","2","2","1","2","1","2","2","2","1"
"7","1","2","1","1","2","1","2","1","1","2","1","1","1","1","1","2","2","2","2","1","1","2","2"
"7","1","2","1","1","2","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","1","1","1"
"7","1","2","1","1","2","1","1","2","1","1","1","2","1","1","2","2","2","1","1","2","2","2","1"
"7","1","2","1","1","2","1","1","2","2","2","2","1","1","2","1","2","2","2","2","1","2","1","2"
"7","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","2","1","2","2","1","2","1","1"
"7","1","2","1","1","2","1","2","2","1","1","1","2","2","2","2","2","2","2","2","2","1","2","1"
"7","1","2","1","1","2","1","2","1","2","2","2","1","1","2","1","1","1","2","1","1","1","1","2"
"7","1","2","1","1","2","1","1","2","2","2","1","1","2","2","1","1","1","1","1","2","1","1","1"
"8","1","1","1","2","2","1","1","2","1","1","2","1","1","2","2","2","2","2","1","2","1","1","2"
"8","1","1","1","2","2","1","2","2","2","2","1","1","2","2","2","2","2","2","1","2","1","2","1"
"8","1","1","1","2","2","1","2","2","2","1","2","1","1","2","2","2","2","2","1","2","2","1","2"
"8","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","2","1","2","1","2","2","2","2"
"8","1","1","1","2","2","1","2","1","2","2","2","2","1","1","1","2","1","2","2","1","2","2","2"
"8","1","1","1","2","2","1","2","2","2","2","1","2","1","2","1","1","1","1","1","1","2","2","1"
"8","1","1","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","2","2"
"8","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","1","2","1","1","1","1","2","1"
"8","1","1","1","2","2","1","2","1","2","1","1","2","2","1","2","1","1","1","1","2","1","2","2"
"8","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","1","2","2"
"9","1","1","1","2","1","1","1","2","2","2","2","1","1","2","2","2","1","2","2","2","2","1","1"
"9","1","1","1","2","1","1","2","2","1","2","1","2","1","1","2","2","1","2","2","2","2","2","1"
"9","1","1","1","2","1","1","2","2","2","1","2","2","1","1","1","1","2","1","1","1","2","2","2"
"9","1","1","1","2","1","1","2","2","2","1","2","2","2","2","1","1","1","1","1","2","1","1","2"
"9","1","1","1","2","1","1","2","2","2","1","1","1","1","1","1","1","2","2","1","1","2","1","2"
"9","1","1","1","2","1","1","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2"
"9","1","1","1","2","1","1","1","2","2","1","2","2","1","1","2","1","1","2","2","2","2","1","2"
"9","1","1","1","2","1","1","2","2","1","1","1","1","2","2","1","2","1","1","1","2","1","2","1"
"9","1","1","1","2","1","1","2","2","1","2","2","2","1","1","1","2","1","2","2","1","2","2","1"
"9","1","1","1","2","1","1","2","2","2","2","1","2","1","2","1","2","1","2","2","1","1","2","1"
"10","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","2","1","2","2","2","1","2"
"10","1","1","1","2","2","1","1","2","1","1","1","2","1","1","1","2","1","2","1","1","2","1","1"
"10","1","1","1","2","2","1","1","2","2","2","2","2","1","2","2","1","2","1","2","2","1","2","1"
"10","1","1","1","2","2","1","1","2","2","1","1","2","1","2","2","2","2","2","1","1","1","2","2"
"10","1","1","1","2","2","1","1","2","2","2","2","2","1","2","1","1","2","2","1","2","2","1","1"
"10","1","1","1","2","2","1","1","2","1","1","1","2","1","1","2","2","1","1","1","1","2","1","2"
"10","1","1","1","2","2","1","1","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","1"
"10","1","1","1","2","2","1","2","1","2","1","1","2","1","1","2","1","1","2","2","1","2","2","1"
"10","1","1","1","2","2","1","2","1","1","2","2","1","1","2","2","2","2","1","1","2","1","1","1"
"10","1","1","1","2","2","1","2","2","2","2","1","2","1","1","1","1","2","2","2","2","1","2","2"
"11","1","1","1","2","2","2","1","2","2","1","2","1","2","1","1","2","1","2","2","1","1","1","1"
"11","1","1","1","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2"
"11","1","1","1","2","2","2","2","2","2","2","1","2","2","1","1","2","2","2","1","2","2","2","1"
"11","1","1","1","2","2","2","2","1","1","1","1","2","1","2","2","2","2","2","1","2","2","2","1"
"11","1","1","1","2","2","2","2","1","2","2","2","2","1","2","1","1","1","2","2","2","1","1","2"
"11","1","1","1","2","2","2","1","2","1","2","1","2","1","2","2","1","2","2","1","2","2","2","2"
"11","1","1","1","2","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","1","2","2","2"
"11","1","1","1","2","2","2","1","1","2","1","2","2","1","1","1","2","2","1","1","1","2","1","1"
"11","1","1","1","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","1"
"11","1","1","1","2","2","2","2","1","1","1","1","1","1","2","1","2","2","2","2","1","1","2","2"
"12","1","2","2","2","1","1","1","2","2","1","1","2","1","2","1","2","2","2","1","2","1","1","1"
"12","1","2","2","2","1","1","1","2","1","1","2","2","1","1","2","1","1","2","2","1","2","1","1"
"12","1","2","2","2","1","1","1","2","2","2","2","2","1","1","2","1","1","2","1","2","1","2","2"
"12","1","2","2","2","1","1","2","1","2","1","1","2","1","1","1","1","1","2","1","2","2","2","2"
"12","1","2","2","2","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","1","1","2","2"
"12","1","2","2","2","1","1","2","2","2","1","1","2","1","2","1","2","2","1","1","1","2","1","2"
"12","1","2","2","2","1","1","1","1","1","2","1","2","1","2","1","2","2","2","2","2","2","2","1"
"12","1","2","2","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","1","1","1","1","2"
"12","1","2","2","2","1","1","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1"
"12","1","2","2","2","1","1","2","2","2","2","2","1","1","2","1","2","1","2","1","2","2","2","2"
"13","1","2","1","1","1","2","1","1","1","1","2","1","2","2","2","2","1","2","2","1","2","1","1"
"13","1","2","1","1","1","2","1","1","2","1","1","1","2","2","2","2","1","2","1","2","1","2","1"
"13","1","2","1","1","1","2","2","1","2","2","2","1","1","2","2","1","1","2","2","2","1","1","1"
"13","1","2","1","1","1","2","2","2","1","1","1","2","1","2","2","1","1","2","2","2","1","1","1"
"13","1","2","1","1","1","2","1","2","2","2","2","2","1","1","1","1","1","2","1","1","1","2","2"
"13","1","2","1","1","1","2","2","2","1","1","1","1","1","2","1","2","1","2","2","1","2","2","1"
"13","1","2","1","1","1","2","2","1","2","2","2","2","1","1","1","2","1","2","1","2","2","1","2"
"13","1","2","1","1","1","2","1","2","2","2","1","2","1","1","2","2","2","2","1","2","1","2","2"
"13","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","2","2","2","2","2","1","1"
"13","1","2","1","1","1","2","1","1","1","2","1","2","1","2","2","1","1","2","1","1","2","1","1"
"14","1","2","1","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","1","1","2","1","1"
"14","1","2","1","1","2","1","1","2","2","2","2","2","1","2","2","1","2","2","1","2","1","2","1"
"14","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","1","2","1","2","1","2","2","2"
"14","1","2","1","1","2","1","2","1","2","2","2","2","1","1","1","2","2","2","2","2","2","1","2"
"14","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","2","2","2","1","1","2","1","1"
"14","1","2","1","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","2"
"14","1","2","1","1","2","1","2","2","1","2","1","2","1","2","1","2","1","1","1","2","2","2","2"
"14","1","2","1","1","2","1","2","2","2","1","1","2","1","1","1","2","2","1","2","2","2","2","1"
"14","1","2","1","1","2","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2"
"14","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","2","1","2","1","1","2"
"15","1","1","2","1","1","2","1","2","2","2","1","2","1","2","2","2","2","2","2","2","2","1","1"
"15","1","1","2","1","1","2","1","2","1","2","2","2","1","1","1","1","2","1","1","2","2","2","1"
"15","1","1","2","1","1","2","1","2","2","1","1","2","1","2","1","2","2","2","2","2","1","2","2"
"15","1","1","2","1","1","2","2","2","2","1","1","2","1","2","1","2","2","2","2","1","1","2","2"
"15","1","1","2","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","2","1","1"
"15","1","1","2","1","1","2","1","1","1","2","1","1","1","1","1","2","2","2","1","2","2","2","1"
"15","1","1","2","1","1","2","2","2","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1"
"15","1","1","2","1","1","2","2","1","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2"
"15","1","1","2","1","1","2","2","1","1","2","2","1","2","1","1","2","2","2","1","1","2","2","2"
"15","1","1","2","1","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","2","2"
"16","1","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1"
"16","1","2","2","1","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","2","2","2","2"
"16","1","2","2","1","2","2","2","2","2","2","2","2","1","2","1","2","1","1","1","1","1","1","1"
"16","1","2","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","1","2","2"
"16","1","2","2","1","2","2","2","2","1","1","1","2","1","2","1","1","2","1","1","1","1","2","2"
"16","1","2","2","1","2","2","2","2","2","2","2","2","1","1","2","2","1","2","1","2","1","1","1"
"16","1","2","2","1","2","2","1","1","2","1","1","2","1","1","2","2","1","2","2","2","1","1","1"
"16","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","1","2","2","1","1","1","2","1"
"16","1","2","2","1","2","2","2","1","1","1","1","2","1","1","1","1","1","2","1","2","2","2","2"
"16","1","2","2","1","2","2","2","2","2","2","2","2","1","2","1","1","2","1","1","1","1","1","2"
"17","1","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1"
"17","1","2","1","2","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","2","2","1"
"17","1","2","1","2","2","2","2","2","2","2","2","2","1","2","1","1","2","1","2","2","2","1","1"
"17","1","2","1","2","2","2","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","1"
"17","1","2","1","2","2","2","2","1","1","1","2","2","1","1","1","2","2","2","2","2","1","2","1"
"17","1","2","1","2","2","2","2","2","2","1","1","2","1","2","1","2","2","2","2","2","2","2","2"
"17","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","1"
"17","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","1","1","1","2","1","1","2"
"17","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","2","2"
"17","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","2","2","2","2","2"
"18","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2"
"18","1","1","1","1","2","2","2","2","2","2","1","1","2","1","2","1","1","2","2","1","2","1","2"
"18","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","2","2","1","2"
"18","1","1","1","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","2","1","2","1","2"
"18","1","1","1","1","2","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1"
"18","1","1","1","1","2","2","2","2","2","1","1","1","1","1","2","1","1","1","2","1","1","1","2"
"18","1","1","1","1","2","2","1","2","1","1","2","1","2","1","1","1","1","2","1","1","2","2","1"
"18","1","1","1","1","2","2","2","2","2","2","1","2","2","1","2","2","2","1","2","2","1","2","1"
"18","1","1","1","1","2","2","2","2","1","2","2","2","1","1","1","2","1","2","1","1","2","2","2"
"18","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","1","1","2","1","1","1","1","1"
"19","1","1","2","2","2","2","1","2","1","1","1","2","1","2","1","2","1","2","2","2","2","1","1"
"19","1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","1"
"19","1","1","2","2","2","2","1","2","1","2","2","1","1","1","1","1","2","1","1","2","2","2","2"
"19","1","1","2","2","2","2","2","2","2","2","1","2","1","1","1","2","2","2","1","1","1","2","2"
"19","1","1","2","2","2","2","2","1","2","1","1","2","1","1","1","2","1","1","2","1","2","2","1"
"19","1","1","2","2","2","2","2","1","2","2","2","2","1","1","1","1","2","1","1","2","1","1","2"
"19","1","1","2","2","2","2","2","2","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1"
"19","1","1","2","2","2","2","2","1","2","1","2","2","1","2","1","2","1","1","2","1","1","1","2"
"19","1","1","2","2","2","2","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","2","1"
"19","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1"
"20","1","2","1","1","1","2","1","1","2","1","1","1","1","2","2","1","1","2","2","1","1","1","2"
"20","1","2","1","1","1","2","2","2","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2"
"20","1","2","1","1","1","2","2","2","2","2","1","2","1","2","1","2","1","2","1","1","1","2","2"
"20","1","2","1","1","1","2","2","1","2","1","2","2","1","2","2","1","1","2","2","1","2","1","1"
"20","1","2","1","1","1","2","1","1","2","1","1","2","1","2","2","1","2","2","1","2","2","2","2"
"20","1","2","1","1","1","2","1","1","2","2","1","2","1","1","2","1","1","2","1","1","1","2","1"
"20","1","2","1","1","1","2","1","2","2","1","1","2","1","1","1","1","1","1","1","1","1","2","2"
"20","1","2","1","1","1","2","2","2","2","2","2","2","1","2","1","2","2","2","1","2","2","1","2"
"20","1","2","1","1","1","2","1","1","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2"
"20","1","2","1","1","1","2","1","1","2","1","1","1","2","1","1","2","1","2","1","1","1","2","1"
"21","1","2","2","1","1","2","1","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","1"
"21","1","2","2","1","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","1","2","1"
"21","1","2","2","1","1","2","1","2","2","1","1","2","1","1","2","2","1","1","2","1","1","2","1"
"21","1","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2"
"21","1","2","2","1","1","2","1","1","2","1","1","2","1","1","1","1","1","1","1","1","2","2","2"
"21","1","2","2","1","1","2","2","2","2","1","2","2","1","1","1","2","1","2","2","2","1","1","2"
"21","1","2","2","1","1","2","1","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2"
"21","1","2","2","1","1","2","2","2","2","2","2","2","1","2","1","2","1","1","1","2","2","1","2"
"21","1","2","2","1","1","2","1","2","1","2","2","1","1","2","1","2","1","2","1","2","2","2","1"
"21","1","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","2","1","1","2","1"
"22","1","1","2","1","1","1","1","2","2","2","2","2","1","2","2","2","1","2","1","2","1","2","2"
"22","1","1","2","1","1","1","1","1","2","1","1","2","2","2","1","1","2","1","2","1","1","2","2"
"22","1","1","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","1","2","1"
"22","1","1","2","1","1","1","2","1","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1"
"22","1","1","2","1","1","1","1","2","1","2","1","2","1","1","2","1","1","2","1","1","1","2","1"
"22","1","1","2","1","1","1","2","2","2","1","2","2","1","1","1","2","1","1","2","1","2","1","2"
"22","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","2","1","1","2","2","2","2","1"
"22","1","1","2","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2","1","1"
"22","1","1","2","1","1","1","1","1","1","1","1","2","1","1","1","2","2","1","2","2","1","2","1"
"22","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","1","1"
"23","1","2","2","2","2","1","1","2","1","1","1","2","1","2","1","2","2","2","1","1","1","1","2"
"23","1","2","2","2","2","1","2","1","2","1","1","2","1","2","1","1","2","1","2","1","2","1","2"
"23","1","2","2","2","2","1","1","1","1","2","2","2","2","2","1","1","2","1","1","2","1","2","1"
"23","1","2","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","1"
"23","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","1","1","2"
"23","1","2","2","2","2","1","1","1","2","2","1","2","1","1","1","1","2","2","2","1","2","1","1"
"23","1","2","2","2","2","1","2","2","1","2","2","1","1","1","1","2","1","1","1","2","1","2","1"
"23","1","2","2","2","2","1","2","2","1","2","2","1","1","2","1","2","1","1","2","1","1","2","1"
"23","1","2","2","2","2","1","1","2","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2"
"23","1","2","2","2","2","1","2","1","2","2","2","1","1","1","1","2","2","2","1","1","1","1","2"
"24","1","2","1","1","2","1","1","2","2","1","1","1","1","2","2","2","1","2","2","1","1","1","1"
"24","1","2","1","1","2","1","2","2","1","1","1","2","1","1","1","2","2","1","1","2","2","2","2"
"24","1","2","1","1","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","2","2","1","2"
"24","1","2","1","1","2","1","1","1","2","1","1","2","2","1","2","2","2","2","1","2","1","2","2"
"24","1","2","1","1","2","1","1","1","2","1","2","2","1","1","1","2","1","2","1","2","1","1","1"
"24","1","2","1","1","2","1","1","1","2","1","1","2","1","1","1","1","2","2","2","1","2","2","1"
"24","1","2","1","1","2","1","1","1","2","1","1","1","1","1","2","1","1","1","1","2","1","2","2"
"24","1","2","1","1","2","1","2","1","2","1","1","2","1","1","1","2","1","2","1","2","1","2","2"
"24","1","2","1","1","2","1","2","1","2","2","2","2","1","1","1","1","2","1","1","2","1","1","2"
"24","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","2","1","2","2","2","1","1","1"
"25","1","2","1","1","2","1","1","2","2","1","2","1","2","2","1","2","1","2","2","2","1","1","1"
"25","1","2","1","1","2","1","2","1","2","1","1","2","2","1","1","2","1","2","2","1","1","2","1"
"25","1","2","1","1","2","1","2","2","2","2","2","2","1","1","2","2","2","1","1","2","1","1","2"
"25","1","2","1","1","2","1","2","1","1","1","1","1","1","2","1","2","2","2","2","2","1","2","2"
"25","1","2","1","1","2","1","2","1","2","2","1","2","1","1","2","1","1","2","2","2","1","2","1"
"25","1","2","1","1","2","1","2","2","1","1","1","1","1","1","2","2","2","2","2","2","1","2","2"
"25","1","2","1","1","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","1","1","2","2"
"25","1","2","1","1","2","1","2","1","2","1","1","2","2","2","2","2","1","1","1","1","2","2","1"
"25","1","2","1","1","2","1","2","1","1","2","1","1","2","2","1","1","2","1","2","2","1","2","1"
"25","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","1","2","1"
"26","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1"
"26","1","1","2","1","2","1","1","1","2","2","1","2","1","1","2","2","2","2","1","1","2","1","1"
"26","1","1","2","1","2","1","2","2","1","1","2","1","1","1","1","2","1","2","1","1","2","1","1"
"26","1","1","2","1","2","1","2","2","2","2","1","1","1","2","1","2","1","1","2","2","1","2","1"
"26","1","1","2","1","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2"
"26","1","1","2","1","2","1","1","2","1","2","1","2","1","2","2","2","1","2","2","2","1","1","1"
"26","1","1","2","1","2","1","1","2","2","1","1","2","1","2","2","2","2","2","1","2","1","2","1"
"26","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","2","2","2","2","1","1","2"
"26","1","1","2","1","2","1","2","1","2","1","1","2","1","1","2","1","2","1","1","2","2","2","1"
"26","1","1","2","1","2","1","2","1","2","1","1","2","2","1","2","2","2","2","1","1","1","2","1"
"27","1","2","2","2","2","1","2","2","2","1","1","2","2","2","2","2","2","2","1","2","1","2","2"
"27","1","2","2","2","2","1","2","2","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2"
"27","1","2","2","2","2","1","2","2","2","2","1","2","1","1","1","2","2","2","2","2","2","2","2"
"27","1","2","2","2","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","1","2"
"27","1","2","2","2","2","1","2","2","1","1","1","2","1","2","1","2","2","2","2","2","2","2","1"
"27","1","2","2","2","2","1","2","2","2","2","2","2","2","1","2","1","1","1","1","1","1","1","2"
"27","1","2","2","2","2","1","2","2","2","2","1","2","1","2","1","2","1","1","1","1","1","1","2"
"27","1","2","2","2","2","1","1","2","1","1","2","2","1","2","1","2","1","2","2","1","1","2","1"
"27","1","2","2","2","2","1","1","2","2","1","1","2","1","2","1","1","2","1","2","2","1","2","1"
"27","1","2","2","2","2","1","1","2","2","2","2","2","1","1","2","2","1","2","1","1","2","1","2"
"28","1","2","1","1","2","2","2","2","2","1","2","2","2","2","2","1","2","2","1","1","1","1","1"
"28","1","2","1","1","2","2","1","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","2"
"28","1","2","1","1","2","2","2","2","2","2","2","2","1","2","1","1","2","2","1","1","2","2","1"
"28","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","1","2","2","1","1","2","2","2"
"28","1","2","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","2","1","2","2","1","1"
"28","1","2","1","1","2","2","2","2","1","1","1","1","1","1","2","2","1","1","2","1","2","1","2"
